,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,VehicleCategory,VehiclePrice,FraudFound_P,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
10519,Jun,3,Sunday,Honda,Urban,Monday,Jun,3,Male,Married,41.0,Policy Holder,Sedan,20000 to 29000,0,3,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
10520,Mar,1,Saturday,Mazda,Urban,Monday,Mar,1,Male,Married,41.0,Policy Holder,Sport,more than 69000,1,12,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision
10521,Jun,2,Friday,Pontiac,Urban,Friday,Jun,3,Male,Married,58.0,Policy Holder,Sedan,20000 to 29000,0,11,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,4 to 8 years,2 vehicles,1995,Collision
10522,Jun,2,Friday,Toyota,Urban,Monday,Jun,2,Male,Married,26.0,Third Party,Sedan,20000 to 29000,0,16,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
10523,Oct,4,Friday,Ford,Urban,Thursday,Nov,1,Male,Married,49.0,Policy Holder,Sport,40000 to 59000,0,10,400,1,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
10524,Oct,3,Saturday,Chevrolet,Urban,Monday,Oct,3,Male,Married,48.0,Policy Holder,Sport,20000 to 29000,0,5,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability
10525,Nov,5,Monday,Chevrolet,Urban,Monday,Dec,2,Male,Married,39.0,Policy Holder,Sedan,20000 to 29000,0,16,400,1,more than 30,more than 30,1,7 years,36 to 40,Yes,No,External,more than 5,no change,1 vehicle,1995,All Perils
10526,Oct,4,Monday,Pontiac,Urban,Wednesday,Oct,4,Male,Married,34.0,Policy Holder,Sedan,20000 to 29000,0,5,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
10527,Jun,5,Friday,Honda,Urban,Saturday,Jul,1,Male,Single,30.0,Policy Holder,Sedan,20000 to 29000,0,6,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
10528,Jul,5,Friday,Accura,Urban,Friday,Aug,3,Male,Married,28.0,Policy Holder,Sedan,30000 to 39000,0,14,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
10529,Mar,1,Saturday,Pontiac,Urban,Thursday,Mar,2,Male,Married,45.0,Policy Holder,Sport,20000 to 29000,1,5,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
10530,Aug,4,Tuesday,Pontiac,Urban,Wednesday,Aug,4,Male,Married,48.0,Policy Holder,Sedan,20000 to 29000,0,5,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision
10531,Aug,1,Wednesday,Pontiac,Urban,Friday,Aug,1,Male,Single,30.0,Third Party,Sedan,20000 to 29000,0,6,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
10532,Nov,1,Thursday,Chevrolet,Urban,Thursday,Nov,1,Male,Married,51.0,Policy Holder,Sedan,40000 to 59000,0,6,400,4,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
10533,Nov,1,Thursday,Honda,Urban,Thursday,Nov,1,Male,Married,51.0,Policy Holder,Sport,more than 69000,0,6,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
10534,Mar,2,Friday,Honda,Urban,Thursday,Apr,2,Male,Married,35.0,Policy Holder,Sedan,20000 to 29000,0,15,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
10535,Mar,2,Sunday,Mazda,Urban,Wednesday,Mar,3,Female,Married,34.0,Policy Holder,Sedan,20000 to 29000,0,6,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
10536,May,1,Thursday,Chevrolet,Rural,Friday,May,1,Male,Married,34.0,Policy Holder,Sport,40000 to 59000,0,12,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability
10537,Apr,5,Saturday,Mazda,Urban,Monday,May,1,Male,Married,34.0,Policy Holder,Sport,20000 to 29000,0,11,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,3 to 4,1995,Liability
10538,May,4,Wednesday,VW,Urban,Friday,Jun,2,Male,Single,43.0,Policy Holder,Sport,more than 69000,0,7,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
10539,May,4,Sunday,Honda,Urban,Tuesday,May,4,Male,Single,37.0,Policy Holder,Sport,more than 69000,0,16,400,1,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Liability
10540,Jul,1,Monday,Honda,Rural,Tuesday,Jul,1,Male,Single,37.0,Policy Holder,Sedan,less than 20000,0,5,700,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
10541,Jun,4,Monday,Honda,Urban,Wednesday,Jul,1,Male,Married,36.0,Policy Holder,Sport,more than 69000,0,9,400,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
10542,Sep,4,Friday,Pontiac,Urban,Wednesday,Sep,5,Female,Single,29.0,Policy Holder,Sedan,20000 to 29000,0,12,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1995,Collision
10543,Sep,4,Saturday,Pontiac,Urban,Wednesday,Sep,5,Male,Married,42.0,Third Party,Sport,20000 to 29000,0,3,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
10544,Nov,1,Friday,Toyota,Urban,Monday,Nov,2,Male,Married,64.0,Policy Holder,Sedan,less than 20000,0,15,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils
10545,Oct,5,Friday,Accura,Urban,Monday,Oct,5,Male,Married,36.0,Policy Holder,Sedan,more than 69000,0,12,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils
10546,Oct,1,Wednesday,Toyota,Urban,Friday,Oct,2,Male,Married,31.0,Policy Holder,Sport,30000 to 39000,0,6,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
10547,Dec,3,Monday,Ford,Urban,Wednesday,Dec,4,Male,Married,46.0,Third Party,Sport,30000 to 39000,0,12,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
10548,May,1,Monday,Mazda,Urban,Friday,Jun,1,Female,Single,43.0,Policy Holder,Sport,20000 to 29000,0,3,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
10549,Jul,2,Friday,Honda,Urban,Tuesday,Jul,2,Female,Married,43.0,Policy Holder,Sedan,20000 to 29000,0,6,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision
10550,Jun,4,Thursday,Mazda,Urban,Thursday,Jul,1,Male,Single,23.0,Third Party,Sport,30000 to 39000,0,2,400,2,more than 30,more than 30,1,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
10551,Sep,2,Monday,Pontiac,Urban,Sunday,Oct,1,Male,Married,35.0,Third Party,Sedan,20000 to 29000,0,5,400,4,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
10552,Aug,3,Friday,Mazda,Urban,Tuesday,Aug,4,Male,Married,46.0,Policy Holder,Sedan,30000 to 39000,0,1,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision
10553,Dec,1,Tuesday,Ford,Urban,Wednesday,Dec,2,Male,Single,54.0,Third Party,Sedan,less than 20000,0,5,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
10554,Mar,5,Monday,Toyota,Urban,Wednesday,Apr,1,Male,Married,28.0,Third Party,Sedan,20000 to 29000,0,9,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
10555,Feb,2,Friday,Pontiac,Urban,Sunday,Feb,2,Male,Married,41.0,Policy Holder,Sedan,less than 20000,0,10,400,4,more than 30,more than 30,none,5 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
10556,Mar,1,Sunday,VW,Urban,Monday,Mar,3,Female,Single,40.0,Policy Holder,Sedan,20000 to 29000,1,9,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,1 year,1 vehicle,1995,All Perils
10557,Jul,4,Tuesday,Pontiac,Urban,Wednesday,Aug,1,Male,Married,61.0,Third Party,Sedan,20000 to 29000,0,9,500,2,more than 30,more than 30,none,7 years,51 to 65,No,No,External,none,2 to 3 years,1 vehicle,1995,All Perils
10558,Jul,4,Sunday,Mazda,Rural,Wednesday,Jul,4,Male,Single,32.0,Policy Holder,Sport,more than 69000,0,5,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
10559,Sep,1,Monday,Honda,Urban,Wednesday,Sep,2,Male,Married,39.0,Policy Holder,Sedan,30000 to 39000,0,11,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
10560,Sep,5,Thursday,Chevrolet,Urban,Saturday,Oct,1,Male,Single,30.0,Policy Holder,Sedan,more than 69000,0,13,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
10561,Dec,2,Sunday,Pontiac,Urban,Thursday,Dec,4,Male,Married,64.0,Policy Holder,Sedan,20000 to 29000,0,15,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils
10562,May,4,Monday,Mazda,Urban,Tuesday,May,5,Male,Married,48.0,Third Party,Sport,30000 to 39000,0,12,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,Internal,more than 5,no change,1 vehicle,1995,Liability
10563,May,3,Friday,Pontiac,Urban,Tuesday,May,4,Male,Single,26.0,Third Party,Sedan,20000 to 29000,0,12,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,4 to 8 years,2 vehicles,1995,All Perils
10564,May,4,Sunday,Pontiac,Urban,Wednesday,Jun,2,Male,Married,27.0,Policy Holder,Sedan,20000 to 29000,0,3,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
10565,Aug,5,Thursday,Honda,Urban,Friday,Sep,1,Male,Married,49.0,Third Party,Sedan,20000 to 29000,0,2,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils
10566,Aug,2,Tuesday,Honda,Urban,Friday,Aug,2,Male,Single,33.0,Third Party,Sedan,less than 20000,0,14,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
10567,Jul,5,Sunday,Honda,Urban,Thursday,Aug,1,Male,Single,25.0,Third Party,Sedan,20000 to 29000,0,8,400,1,more than 30,more than 30,2 to 4,4 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,Collision
10568,Aug,1,Tuesday,Honda,Urban,Friday,Aug,1,Male,Married,55.0,Policy Holder,Sedan,20000 to 29000,0,16,400,4,more than 30,more than 30,none,6 years,41 to 50,Yes,No,External,1 to 2,no change,1 vehicle,1995,All Perils
10569,Mar,1,Sunday,Mazda,Urban,Wednesday,Mar,2,Male,Married,35.0,Third Party,Sport,more than 69000,0,4,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
10570,Mar,1,Sunday,Honda,Urban,Monday,Mar,1,Male,Single,30.0,Policy Holder,Sport,20000 to 29000,0,15,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,Internal,more than 5,no change,1 vehicle,1995,Liability
10571,Oct,1,Thursday,Chevrolet,Urban,Friday,Oct,2,Male,Single,40.0,Policy Holder,Sedan,more than 69000,0,4,700,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
10572,Oct,2,Friday,Ford,Urban,Friday,Oct,3,Male,Married,53.0,Third Party,Sedan,40000 to 59000,0,3,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils
10573,Nov,3,Wednesday,Honda,Urban,Wednesday,Nov,4,Male,Married,75.0,Policy Holder,Sport,more than 69000,0,4,400,1,more than 30,more than 30,none,more than 7,over 65,No,No,External,none,no change,1 vehicle,1995,Collision
10574,Mar,1,Sunday,Toyota,Urban,Monday,Mar,1,Male,Married,42.0,Third Party,Sedan,20000 to 29000,0,16,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils
10575,Oct,2,Wednesday,Toyota,Urban,Tuesday,Oct,3,Female,Married,33.0,Third Party,Sport,20000 to 29000,0,14,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
10576,Oct,2,Tuesday,Mazda,Urban,Thursday,Nov,2,Male,Married,46.0,Policy Holder,Sedan,20000 to 29000,0,1,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision
10577,Dec,2,Tuesday,Pontiac,Urban,Wednesday,Dec,3,Male,Married,58.0,Policy Holder,Sedan,30000 to 39000,0,11,400,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Collision
10578,Dec,3,Monday,Honda,Urban,Thursday,Dec,5,Male,Married,29.0,Third Party,Sport,more than 69000,0,13,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,3 to 4,1995,Collision
10579,Oct,3,Wednesday,Mazda,Urban,Thursday,Oct,4,Male,Single,29.0,Third Party,Sport,20000 to 29000,0,1,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
10580,Oct,3,Sunday,Pontiac,Urban,Tuesday,Nov,2,Male,Married,42.0,Third Party,Sedan,30000 to 39000,0,7,400,4,more than 30,more than 30,none,6 years,36 to 40,No,No,Internal,3 to 5,no change,1 vehicle,1995,Collision
10581,Jun,2,Tuesday,Chevrolet,Urban,Tuesday,Jun,2,Male,Married,75.0,Policy Holder,Sport,30000 to 39000,0,7,400,3,more than 30,more than 30,none,more than 7,over 65,No,No,External,none,no change,1 vehicle,1995,Liability
10582,Jul,3,Tuesday,Mazda,Urban,Wednesday,Jul,4,Male,Single,44.0,Third Party,Sport,20000 to 29000,0,12,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
10583,Mar,1,Wednesday,Honda,Urban,Thursday,Mar,1,Male,Married,50.0,Third Party,Sedan,20000 to 29000,0,10,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,All Perils
10584,Apr,2,Thursday,Honda,Urban,Monday,Apr,3,Male,Married,33.0,Third Party,Sedan,less than 20000,0,12,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1995,All Perils
10585,Sep,4,Wednesday,Toyota,Urban,Monday,Oct,1,Female,Married,41.0,Policy Holder,Sedan,20000 to 29000,0,5,400,2,more than 30,more than 30,none,5 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
10586,Jun,2,Friday,Honda,Urban,Friday,Jun,2,Male,Married,43.0,Policy Holder,Sport,20000 to 29000,0,9,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
10587,Apr,3,Thursday,Toyota,Urban,Friday,Apr,4,Male,Married,34.0,Policy Holder,Sedan,30000 to 39000,0,14,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
10588,Jul,3,Thursday,Mercury,Urban,Thursday,Jul,3,Male,Married,37.0,Policy Holder,Sedan,20000 to 29000,0,15,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
10589,Jul,2,Wednesday,Accura,Rural,Wednesday,Jul,2,Male,Married,43.0,Policy Holder,Sport,30000 to 39000,0,11,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
10590,Mar,1,Monday,Honda,Urban,Tuesday,Mar,2,Male,Single,34.0,Third Party,Sedan,20000 to 29000,0,6,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
10591,Mar,3,Monday,Honda,Urban,Monday,Apr,2,Male,Single,71.0,Policy Holder,Sport,more than 69000,0,7,400,3,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Liability
10592,Nov,1,Monday,Chevrolet,Urban,Tuesday,Nov,2,Female,Married,71.0,Policy Holder,Sport,20000 to 29000,0,13,400,4,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1995,Liability
10593,May,3,Monday,Honda,Urban,Tuesday,May,4,Male,Married,29.0,Policy Holder,Sedan,20000 to 29000,0,6,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Collision
10594,Apr,3,Saturday,Toyota,Rural,Tuesday,Apr,3,Male,Married,43.0,Policy Holder,Sport,20000 to 29000,0,1,400,3,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
10595,Sep,4,Monday,Toyota,Urban,Friday,Sep,5,Male,Married,38.0,Third Party,Sedan,20000 to 29000,0,11,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
10596,Sep,4,Monday,Honda,Urban,Monday,Sep,4,Male,Single,34.0,Policy Holder,Sedan,30000 to 39000,0,5,400,3,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
10597,Sep,4,Sunday,Mazda,Urban,Tuesday,Sep,4,Male,Married,65.0,Policy Holder,Sedan,more than 69000,0,15,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
10598,Sep,1,Sunday,Toyota,Urban,Thursday,Sep,2,Male,Married,30.0,Third Party,Sedan,20000 to 29000,0,7,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
10599,Aug,4,Friday,Mazda,Urban,Friday,Sep,1,Male,Married,54.0,Third Party,Sedan,30000 to 39000,0,9,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
10600,Jun,4,Friday,Chevrolet,Urban,Monday,Jun,4,Female,Married,37.0,Policy Holder,Sedan,20000 to 29000,0,8,400,1,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
10601,Mar,1,Monday,Toyota,Urban,Wednesday,Mar,2,Male,Married,60.0,Policy Holder,Sport,30000 to 39000,0,16,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Liability
10602,May,3,Tuesday,Pontiac,Urban,Monday,Jun,2,Male,Married,59.0,Policy Holder,Sedan,30000 to 39000,0,11,700,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
10603,May,3,Sunday,Honda,Urban,Monday,May,3,Male,Married,58.0,Policy Holder,Sport,more than 69000,0,1,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Collision
10604,Aug,3,Monday,Pontiac,Urban,Monday,Aug,4,Male,Married,27.0,Policy Holder,Sedan,20000 to 29000,0,15,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
10605,Apr,4,Tuesday,Honda,Urban,Thursday,Apr,4,Male,Single,22.0,Policy Holder,Sport,more than 69000,0,3,400,3,more than 30,more than 30,1,4 years,26 to 30,No,No,External,3 to 5,4 to 8 years,2 vehicles,1995,Collision
10606,Mar,4,Monday,Chevrolet,Urban,Monday,Apr,1,Male,Single,29.0,Policy Holder,Sport,40000 to 59000,0,6,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
10607,Mar,4,Sunday,Pontiac,Urban,Tuesday,Mar,5,Male,Single,39.0,Policy Holder,Sport,more than 69000,0,16,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
10608,Nov,2,Saturday,Pontiac,Urban,Monday,Nov,3,Male,Single,33.0,Policy Holder,Sedan,20000 to 29000,0,1,500,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,2 to 3 years,1 vehicle,1995,Collision
10609,Aug,3,Wednesday,Toyota,Urban,Thursday,Aug,3,Male,Married,39.0,Policy Holder,Sport,20000 to 29000,0,15,400,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
10610,Jul,5,Saturday,Toyota,Urban,Thursday,Aug,1,Male,Single,22.0,Policy Holder,Sport,30000 to 39000,0,16,400,4,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
10611,Mar,1,Monday,Pontiac,Urban,Wednesday,Mar,2,Male,Married,64.0,Third Party,Sedan,30000 to 39000,0,2,400,3,more than 30,more than 30,1,7 years,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
10612,Jun,3,Tuesday,Honda,Urban,Monday,Jul,2,Female,Single,37.0,Policy Holder,Sport,20000 to 29000,0,16,400,3,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,Internal,none,no change,1 vehicle,1995,Liability
10613,Jun,2,Monday,Pontiac,Urban,Wednesday,Jun,3,Female,Married,48.0,Policy Holder,Sport,20000 to 29000,0,13,400,4,more than 30,more than 30,more than 4,6 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability
10614,Jun,3,Tuesday,Honda,Urban,Wednesday,Jun,3,Male,Married,32.0,Third Party,Sport,20000 to 29000,0,13,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability
10615,May,2,Wednesday,Honda,Rural,Thursday,May,2,Male,Single,68.0,Policy Holder,Sedan,more than 69000,0,15,400,1,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Collision
10616,Apr,2,Thursday,Honda,Urban,Friday,Apr,2,Male,Married,68.0,Third Party,Sedan,20000 to 29000,0,12,400,3,more than 30,more than 30,1,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1995,Collision
10617,Mar,5,Wednesday,Ford,Urban,Wednesday,Apr,1,Male,Married,34.0,Third Party,Sedan,more than 69000,0,4,400,3,8 to 15,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
10618,Mar,4,Wednesday,Mazda,Urban,Tuesday,Apr,1,Male,Married,63.0,Policy Holder,Sport,more than 69000,0,7,400,1,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1995,Liability
10619,Apr,1,Thursday,VW,Urban,Thursday,Apr,1,Male,Single,69.0,Policy Holder,Sedan,more than 69000,0,4,400,2,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,1 to 2,no change,3 to 4,1995,Collision
10620,Apr,1,Sunday,VW,Urban,Tuesday,May,2,Male,Married,64.0,Third Party,Sedan,more than 69000,0,10,400,2,more than 30,more than 30,none,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1995,All Perils
10621,Apr,1,Sunday,Pontiac,Urban,Tuesday,Apr,1,Male,Married,38.0,Policy Holder,Sedan,20000 to 29000,0,4,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
10622,Mar,4,Friday,Mazda,Urban,Wednesday,Mar,5,Female,Married,40.0,Policy Holder,Sport,20000 to 29000,0,3,400,2,more than 30,more than 30,2 to 4,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
10623,Apr,2,Thursday,Chevrolet,Urban,Friday,May,1,Male,Married,47.0,Third Party,Sedan,20000 to 29000,0,13,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
10624,Mar,2,Tuesday,Mazda,Urban,Saturday,Mar,2,Male,Married,43.0,Third Party,Sedan,20000 to 29000,0,15,400,4,more than 30,more than 30,1,5 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
10625,Mar,3,Friday,Toyota,Urban,Wednesday,Mar,4,Male,Single,29.0,Third Party,Sedan,20000 to 29000,0,5,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
10626,Nov,2,Saturday,Mazda,Urban,Tuesday,Mar,3,Male,Married,50.0,Policy Holder,Sport,30000 to 39000,0,6,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,4 to 8 years,2 vehicles,1995,Liability
10627,Dec,3,Thursday,Pontiac,Urban,Thursday,Dec,3,Male,Married,37.0,Third Party,Sport,20000 to 29000,0,12,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
10628,Jan,1,Tuesday,Chevrolet,Urban,Tuesday,Feb,2,Male,Single,34.0,Policy Holder,Sport,30000 to 39000,0,11,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
10629,Mar,2,Tuesday,Toyota,Urban,Thursday,Mar,2,Male,Married,45.0,Policy Holder,Sedan,20000 to 29000,1,11,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
10630,Jan,4,Friday,Chevrolet,Urban,Friday,Jan,5,Male,Married,27.0,Policy Holder,Sport,more than 69000,0,11,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability
10631,Feb,1,Thursday,Toyota,Urban,Thursday,Feb,1,Male,Single,43.0,Policy Holder,Sport,more than 69000,0,10,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
